
2020-04-04 14:46:16.030786,False
2020-04-04 14:50:04.935671,False
2020-04-04 15:20:44.277999,False
2020-04-04 16:51:19.277057,False
2020-04-04 17:12:00.051360,False
2020-04-04 17:19:56.945391,False
2020-04-04 17:50:34.689754,False
2020-04-04 18:06:14.460676,False
2020-04-04 18:26:53.067466,False
2020-04-04 18:37:30.732198,False
2020-04-04 18:48:08.995751,False
2020-04-04 19:03:47.473053,False
2020-04-04 19:14:25.525560,False
2020-04-04 19:30:03.141133,False
2020-04-04 19:50:40.784443,False
2020-04-04 20:21:19.212038,False
2020-04-04 20:51:57.913117,False
2020-04-04 21:02:39.846968,False
2020-04-04 21:15:05.820117,False
2020-04-04 21:45:45.677929,False
2020-04-04 22:16:22.937124,True
2020-04-04 22:42:02.412037,True
2020-04-04 22:52:40.601630,False
2020-04-04 23:08:18.658264,False
2020-04-04 23:33:57.839308,False
2020-04-04 23:54:35.106133,False
2020-04-05 11:44:35.652744,False
2020-04-05 11:55:14.824964,False
2020-04-05 12:11:07.020119,False
2020-04-05 12:36:47.193659,False
2020-04-05 12:47:26.834726,False
2020-04-05 13:03:17.853635,False
2020-04-05 13:23:57.098008,False
2020-04-05 13:39:37.480486,False
2020-04-05 13:50:16.624521,False
2020-04-05 14:00:59.688775,False
2020-04-05 14:21:39.448792,False
2020-04-05 14:37:18.363045,False
2020-04-05 15:08:01.251014,False
2020-04-05 15:33:41.563877,False
2020-04-05 16:04:21.686444,False
2020-04-05 16:25:01.758825,False
2020-04-05 16:35:41.153806,False
2020-04-05 17:06:21.248678,False
2020-04-05 17:17:02.645908,True
2020-04-05 17:37:42.902353,False
2020-04-05 17:58:23.966088,False
2020-04-05 18:19:03.819036,False
2020-04-05 18:44:45.054750,False
2020-04-05 19:00:27.366999,False
2020-04-05 19:21:07.442199,False
2020-04-05 19:41:48.851881,False
2020-04-05 19:52:30.019713,False
2020-04-05 20:08:09.805968,False
2020-04-05 20:42:39.713971,False
2020-04-05 21:08:19.057133,False
2020-04-05 21:18:59.335884,False
2020-04-05 21:34:40.113074,False
2020-04-05 21:55:20.311932,False
2020-04-05 22:10:59.635714,False
2020-04-05 22:26:48.075020,False
2020-04-05 22:47:27.152643,False
2020-04-05 23:08:08.287221,False
2020-04-05 23:28:46.598076,False
2020-04-06 09:44:48.190298,False
2020-04-06 09:55:27.494397,False
2020-04-06 10:26:07.882425,False
2020-04-06 10:51:48.173361,False
2020-04-06 11:22:27.807103,False
2020-04-06 11:33:09.242355,False
2020-04-06 11:48:52.009917,False
2020-04-06 12:04:34.308558,False
2020-04-06 12:20:16.161925,False
2020-04-06 12:40:57.568256,False
2020-04-06 13:06:42.790821,False
2020-04-06 13:27:23.771316,False
2020-04-06 13:58:06.993708,True
2020-04-06 14:18:47.551241,False
2020-04-06 14:44:27.436865,False
2020-04-06 15:05:07.797917,True
2020-04-06 15:35:50.470220,False
2020-04-06 16:50:42.327193,False
2020-04-06 17:21:24.257266,False
2020-04-06 17:37:04.001421,False
2020-04-06 17:57:43.674978,False
2020-04-06 18:13:25.355691,False
2020-04-06 18:44:06.814710,False
2020-04-06 19:14:46.700586,False
2020-04-06 19:30:23.105925,False
2020-04-06 19:55:58.221004,True
2020-04-06 20:26:37.288362,False
2020-04-06 20:42:12.882799,False
2020-04-06 21:12:49.000581,False
2020-04-06 21:43:25.781042,False
2020-04-06 21:59:00.725244,False
2020-04-06 22:26:11.808698,False
2020-04-06 22:56:47.416598,False
2020-04-06 23:07:25.269894,False
2020-04-06 23:28:02.376801,False
2020-04-06 23:48:37.844775,False
2020-04-07 00:09:19.962196,False
